,location,total_sqft,bath,price,bhk
4828,Mahadevpura,1146.0,2.0,53.8,2
4829,Mahadevpura,1532.0,2.0,62.0,2
4830,Mahadevpura,1620.0,2.0,76.0,3
4831,Mahadevpura,1136.0,2.0,64.5,2
4832,Mahadevpura,1400.0,2.0,65.8,3
4833,Mahadevpura,1137.0,2.0,53.4,2
4834,Mahadevpura,1601.0,3.0,95.0,3
4835,Mahadevpura,1450.0,3.0,75.0,3
4836,Mahadevpura,1152.0,2.0,54.0,2
4837,Mahadevpura,1212.0,2.0,56.9,2
4839,Mahadevpura,1505.0,3.0,78.0,3
4840,Mahadevpura,1500.0,2.0,70.0,3
4841,Mahadevpura,1236.0,2.0,58.0,2
4842,Mahadevpura,1236.0,2.0,58.0,2
4843,Mahadevpura,1120.0,2.0,53.0,2
4844,Mahalakshmi Layout,1575.0,5.0,158.0,4
4845,Mahalakshmi Layout,1105.0,2.0,80.0,2
4846,Mahalakshmi Layout,1200.0,2.0,110.0,3
4847,Mahalakshmi Layout,1876.0,3.0,150.0,3
4848,Mallasandra,1665.0,3.0,95.0,3
4849,Mallasandra,1665.0,3.0,86.58,3
4850,Mallasandra,1340.0,2.0,61.0,2
4851,Mallasandra,1325.0,2.0,70.0,2
4852,Mallasandra,1665.0,3.0,86.91,3
4853,Mallasandra,1325.0,2.0,70.0,2
4854,Mallasandra,905.0,2.0,40.0,2
4855,Mallasandra,1325.0,2.0,65.0,2
4856,Mallasandra,1325.0,2.0,73.0,2
4857,Mallasandra,1565.0,2.0,69.0,2
4858,Mallasandra,905.0,2.0,35.0,2
4860,Mallasandra,1100.0,2.0,76.3,3
4861,Malleshpalya,1140.0,2.0,46.5,2
4862,Malleshpalya,1225.0,2.0,46.86,2
4864,Malleshpalya,1052.0,2.0,50.0,2
4865,Malleshpalya,1405.0,2.0,77.0,3
4866,Malleshpalya,1065.0,2.0,50.0,2
4867,Malleshpalya,1210.0,2.0,55.0,2
4869,Malleshpalya,1060.0,2.0,40.0,2
4870,Malleshpalya,1430.0,2.0,69.5,3
4871,Malleshpalya,1421.0,2.0,90.0,2
4872,Malleshpalya,1245.0,2.0,55.0,2
4873,Malleshpalya,1200.0,2.0,46.0,2
4874,Malleshpalya,1225.0,2.0,52.0,2
4875,Malleshwaram,705.0,1.0,67.0,1
4876,Malleshwaram,12000.0,7.0,2200.0,7
4877,Malleshwaram,2500.0,5.0,325.0,4
4878,Malleshwaram,2006.0,3.0,297.0,3
4879,Malleshwaram,686.0,1.0,62.5,1
4880,Malleshwaram,2475.0,4.0,332.0,3
4881,Malleshwaram,2610.0,3.0,399.0,3
4882,Malleshwaram,2475.0,4.0,320.0,3
4883,Malleshwaram,900.0,2.0,95.0,2
4884,Malleshwaram,1420.0,2.0,158.0,2
4885,Malleshwaram,2000.0,3.0,250.0,3
4886,Malleshwaram,2215.0,3.0,275.0,3
4887,Malleshwaram,1600.0,3.0,160.0,3
4888,Malleshwaram,2475.0,4.0,300.0,3
4889,Malleshwaram,2345.0,2.0,293.0,3
4891,Malleshwaram,2215.0,4.0,310.0,3
4892,Malleshwaram,480.0,1.0,60.0,1
4893,Malleshwaram,1290.0,2.0,120.0,2
4894,Malleshwaram,2475.0,4.0,326.0,3
4895,Malleshwaram,2476.0,3.0,337.0,3
4896,Malleshwaram,900.0,2.0,90.0,2
4898,Malleshwaram,2050.0,4.0,270.0,3
4899,Malleshwaram,900.0,2.0,72.0,2
4900,Malleshwaram,620.0,1.0,86.8,1
4901,Malleshwaram,2475.0,4.0,337.0,3
4902,Malleshwaram,2215.0,3.0,275.0,3
4903,Malleshwaram,2215.0,3.0,330.0,3
4905,Malleshwaram,1020.0,2.0,80.0,2
4906,Malleshwaram,2200.0,3.0,275.0,3
4907,Malleshwaram,2475.0,4.0,326.0,3
4908,Malleshwaram,1500.0,2.0,140.0,2
4909,Malleshwaram,2475.0,4.0,340.0,3
4910,Malleshwaram,1400.0,2.0,190.0,2
4911,Malleshwaram,2475.0,4.0,300.0,3
4912,Malleshwaram,2400.0,3.0,380.0,3
4913,Malleshwaram,580.0,1.0,45.0,1
4914,Malleshwaram,1410.0,2.0,125.0,2
4917,Marathahalli,1220.0,2.0,57.0,2
4918,Marathahalli,1200.0,2.0,52.0,2
4919,Marathahalli,1200.0,2.0,60.0,2
4920,Marathahalli,1933.0,3.0,140.0,3
4921,Marathahalli,950.0,2.0,46.96,2
4922,Marathahalli,1230.0,2.0,80.0,2
4923,Marathahalli,3800.0,4.0,250.0,4
4924,Marathahalli,1019.0,2.0,49.85,2
4925,Marathahalli,1215.0,2.0,67.0,2
4926,Marathahalli,2181.0,3.0,152.0,4
4927,Marathahalli,1170.0,2.0,53.0,2
4928,Marathahalli,1019.0,2.0,49.86,2
4929,Marathahalli,1325.0,2.0,71.55,2
4930,Marathahalli,1220.0,2.0,56.5,2
4932,Marathahalli,1152.0,2.0,56.0,2
4933,Marathahalli,1610.0,3.0,90.0,3
4934,Marathahalli,1146.0,2.0,70.0,2
4936,Marathahalli,1469.0,3.0,89.0,3
4941,Marathahalli,2519.0,5.0,185.0,4
4943,Marathahalli,957.0,2.0,46.9,2
4944,Marathahalli,1583.0,3.0,105.0,3
4945,Marathahalli,2524.0,5.0,190.0,4
4949,Marathahalli,1071.0,2.0,52.25,2
4950,Marathahalli,1215.0,2.0,58.86,2
4951,Marathahalli,1102.0,2.0,53.67,2
4952,Marathahalli,1900.0,3.0,123.0,3
4953,Marathahalli,1045.0,2.0,60.0,2
4955,Marathahalli,1215.0,2.0,58.86,2
4956,Marathahalli,1365.0,2.0,73.0,2
4961,Marathahalli,1208.0,2.0,70.0,2
4962,Marathahalli,1325.0,1.0,92.0,2
4963,Marathahalli,1525.0,3.0,90.0,3
4964,Marathahalli,1937.0,3.0,140.0,3
4965,Marathahalli,1550.0,3.0,83.0,3
4966,Marathahalli,1350.0,2.0,86.0,2
4967,Marathahalli,957.0,2.0,47.0,2
4969,Marathahalli,1230.0,2.0,57.0,2
4970,Marathahalli,1200.0,2.0,58.0,2
4972,Marathahalli,607.0,1.0,35.0,1
4973,Marathahalli,1583.0,3.0,109.0,3
4974,Marathahalli,1075.0,2.0,52.43,2
4975,Marathahalli,1360.0,2.0,103.0,2
4976,Marathahalli,1220.0,2.0,58.5,2
4977,Marathahalli,950.0,2.0,45.68,2
4978,Marathahalli,615.0,1.0,44.0,1
4979,Marathahalli,1595.0,3.0,90.0,3
4980,Marathahalli,1350.0,2.0,89.0,2
4981,Marathahalli,1020.0,2.0,57.0,2
4982,Marathahalli,1600.0,3.0,88.0,2
4983,Marathahalli,780.0,1.0,55.0,1
4984,Marathahalli,1710.0,3.0,100.0,3
4986,Marathahalli,1358.0,2.0,81.0,2
4987,Marathahalli,1205.0,2.0,75.0,2
4988,Marathahalli,1730.0,3.0,110.0,3
4989,Marathahalli,1583.0,3.0,115.0,3
4990,Marathahalli,1200.0,2.0,67.0,2
4991,Marathahalli,1095.0,2.0,60.0,2
4992,Marathahalli,1060.0,2.0,48.0,2
4993,Marathahalli,1050.0,2.0,65.0,2
4994,Marathahalli,1102.0,2.0,53.67,2
4995,Marathahalli,1026.0,2.0,49.95,2
4998,Marathahalli,1220.0,2.0,59.0,2
4999,Marathahalli,881.0,2.0,48.06,2
5001,Marathahalli,1710.0,3.0,100.0,3
5002,Marathahalli,1680.0,3.0,105.0,3
5003,Marathahalli,1910.0,3.0,119.0,3
5004,Marathahalli,1602.0,2.0,104.0,2
5005,Marathahalli,700.0,1.0,38.0,1
5006,Marathahalli,1469.0,3.0,89.0,3
5008,Marathahalli,1690.0,3.0,116.0,3
5009,Marathahalli,1065.0,2.0,55.0,2
5010,Marathahalli,1693.0,3.0,125.0,3
5011,Marathahalli,1693.0,3.0,125.0,3
5012,Marathahalli,1196.0,2.0,57.9,2
5013,Marathahalli,1595.0,3.0,88.0,3
5014,Marathahalli,2122.0,3.0,125.0,3
5015,Marathahalli,1730.0,3.0,115.0,3
5018,Marathahalli,1125.0,2.0,55.0,2
5019,Marathahalli,1950.0,3.0,115.0,3
5020,Marathahalli,1250.0,2.0,68.0,2
5021,Marathahalli,1125.0,2.0,56.8,2
5022,Marathahalli,1350.0,2.0,90.0,2
5023,Marathahalli,1200.0,2.0,53.0,2
5024,Marathahalli,2500.0,5.0,175.0,4
5025,Marathahalli,957.0,2.0,47.0,2
5028,Marathahalli,1350.0,2.0,60.0,2
5029,Marathahalli,3400.0,4.0,235.0,4
5030,Marathahalli,1350.0,2.0,99.0,2
5032,Marathahalli,1285.0,2.0,55.0,2
5033,Marathahalli,2500.0,5.0,181.0,4
5034,Marathahalli,3800.0,4.0,235.0,4
5035,Marathahalli,3951.0,4.0,230.0,4
5036,Marathahalli,1125.0,2.0,54.8,2
5037,Marathahalli,1700.0,3.0,126.0,3
5039,Marathahalli,1270.0,2.0,73.0,2
5041,Marathahalli,950.0,2.0,46.7,2
5042,Marathahalli,1550.0,3.0,85.0,3
5043,Marathahalli,1019.0,2.0,49.86,2
5044,Marathahalli,1144.0,2.0,65.0,2
5045,Marathahalli,1240.0,2.0,55.0,2
5046,Marathahalli,1100.0,2.0,75.0,1
5047,Marathahalli,1156.0,2.0,52.0,2
5048,Marathahalli,2524.0,5.0,180.0,4
5049,Marathahalli,1135.0,2.0,60.0,2
5050,Marathahalli,1839.0,3.0,130.0,3
5051,Marathahalli,1170.0,2.0,85.0,2
5052,Marathahalli,1102.0,2.0,53.67,2
5053,Marathahalli,1108.0,2.0,60.0,3
5054,Marathahalli,1449.0,3.0,110.0,3
5055,Marathahalli,1360.0,2.0,101.0,2
5056,Marathahalli,1026.0,2.0,50.18,2
5059,Marathahalli,1270.0,2.0,80.0,2
5060,Marathahalli,1100.0,2.0,50.0,2
5061,Marathahalli,1196.0,2.0,57.95,2
5063,Marathahalli,1485.0,2.0,90.0,3
5064,Marathahalli,1146.0,2.0,69.0,2
5065,Margondanahalli,1090.0,2.0,58.0,2
5066,Margondanahalli,1200.0,2.0,58.5,2
5067,Margondanahalli,1200.0,2.0,67.0,2
5068,Margondanahalli,1200.0,2.0,65.0,3
5069,Margondanahalli,1000.0,2.0,57.0,2
5071,Margondanahalli,1200.0,2.0,69.0,2
5072,Margondanahalli,900.0,2.0,49.0,2
5073,Margondanahalli,1140.0,2.0,60.0,2
5074,Margondanahalli,1100.0,2.0,55.0,2
5075,Margondanahalli,1152.0,1.0,66.0,2
5077,Margondanahalli,1200.0,2.0,65.0,2
5078,Margondanahalli,1050.0,2.0,58.0,2
5079,Margondanahalli,1160.0,2.0,65.0,2
5080,Margondanahalli,1334.0,2.0,67.76,2
5081,Marsur,1800.0,4.0,145.0,4
5082,Marsur,1200.0,3.0,90.0,3
5083,Marsur,1200.0,3.0,120.0,3
5084,Mico Layout,5000.0,9.0,210.0,9
5085,Mico Layout,1550.0,2.0,65.0,3
5086,Mico Layout,1125.0,2.0,40.0,2
5087,Mico Layout,1190.0,2.0,39.25,2
5088,Mico Layout,800.0,1.0,29.5,1
5089,Mico Layout,1250.0,2.0,44.0,3
5090,Mico Layout,1171.0,2.0,39.0,2
5091,Mico Layout,1200.0,2.0,53.5,2
5092,Mico Layout,1670.0,3.0,59.0,3
5093,Mico Layout,1140.0,2.0,43.0,2
5094,Munnekollal,1170.0,2.0,52.0,2
5095,Munnekollal,1102.0,2.0,53.67,2
5096,Munnekollal,1390.0,3.0,68.0,3
5097,Munnekollal,1200.0,2.0,49.5,2
5098,Munnekollal,950.0,2.0,46.5,2
5099,Munnekollal,1560.0,3.0,75.0,3
5100,Munnekollal,1750.0,3.0,86.5,3
5101,Munnekollal,1385.0,2.0,66.5,3
5102,Munnekollal,1080.0,2.0,45.0,2
5103,Munnekollal,1170.0,2.0,59.0,2
5105,Munnekollal,1200.0,2.0,57.9,3
5106,Munnekollal,1030.0,2.0,50.36,2
5107,Murugeshpalya,1296.0,2.0,81.0,2
5108,Murugeshpalya,1550.0,3.0,74.0,3
5109,Murugeshpalya,1845.0,3.0,91.0,3
5110,Murugeshpalya,1185.0,2.0,85.0,2
5111,Murugeshpalya,1225.0,2.0,48.0,2
5112,Murugeshpalya,1930.0,3.0,75.0,3
5113,Murugeshpalya,1600.0,2.0,65.0,3
5114,Murugeshpalya,1344.0,2.0,56.0,3
5115,Murugeshpalya,1500.0,2.0,70.0,3
5116,Murugeshpalya,1855.0,3.0,96.0,3
5117,Murugeshpalya,1175.0,2.0,75.0,2
5118,Mysore Road,1175.0,2.0,73.5,2
5119,Mysore Road,1710.0,4.0,91.31,3
5120,Mysore Road,1020.0,2.0,48.95,2
5121,Mysore Road,1175.0,2.0,73.5,2
5122,Mysore Road,1070.0,2.0,45.0,2
5123,Mysore Road,1239.0,2.0,53.0,2
5124,Mysore Road,1060.0,2.0,62.0,2
5125,Mysore Road,980.0,2.0,45.47,2
5126,Mysore Road,883.0,2.0,40.0,2
5127,Mysore Road,1525.0,3.0,96.0,3
5128,Mysore Road,1200.0,2.0,65.0,2
5132,Mysore Road,883.0,2.0,40.95,2
5133,Mysore Road,1070.0,2.0,49.65,2
5135,Mysore Road,883.0,2.0,50.0,2
5136,Mysore Road,1155.0,2.0,51.0,2
5137,Mysore Road,1003.0,2.0,43.0,2
5138,Mysore Road,1237.0,2.0,73.0,2
5139,Mysore Road,883.0,2.0,45.0,2
5140,Mysore Road,1170.0,2.0,65.0,2
5141,Mysore Road,1029.5,2.0,50.855,2
5142,Mysore Road,940.0,2.0,43.61,2
5144,Mysore Road,1020.0,2.0,48.95,2
5145,Mysore Road,1568.0,2.0,100.0,3
5147,Mysore Road,1560.0,2.0,83.3,3
5148,Mysore Road,1175.0,2.0,70.5,2
5149,Mysore Road,1080.0,2.0,60.0,3
5151,Mysore Road,883.0,2.0,37.0,2
5153,NGR Layout,1020.0,2.0,45.9,2
5154,NGR Layout,1105.0,2.0,49.73,2
5155,NGR Layout,1022.0,2.0,45.9,2
5156,NGR Layout,1020.0,2.0,45.0,2
5157,NGR Layout,1019.0,2.0,45.9,2
5158,NGR Layout,1020.0,2.0,46.0,2
5159,NGR Layout,1021.0,2.0,46.0,2
5160,NGR Layout,1021.0,2.0,45.9,2
5161,NRI Layout,1565.0,2.0,75.0,3
5162,NRI Layout,2500.0,5.0,130.0,5
5163,NRI Layout,1125.0,2.0,45.56,2
5164,NRI Layout,2150.0,4.0,115.0,4
5165,NRI Layout,1250.0,2.0,75.0,2
5166,NRI Layout,1789.0,3.0,75.0,3
5167,NRI Layout,1731.0,3.0,64.11,3
5168,NRI Layout,2400.0,2.0,125.0,2
5169,NRI Layout,2700.0,5.0,95.75,4
5170,Nagadevanahalli,1080.0,2.0,39.0,2
5171,Nagadevanahalli,1090.0,2.0,36.0,2
5172,Nagadevanahalli,1250.0,2.0,65.0,3
5173,Nagadevanahalli,2400.0,2.0,135.0,2
5174,Nagadevanahalli,1240.0,2.0,65.0,3
5175,Nagadevanahalli,1240.0,2.0,65.0,3
5176,Naganathapura,1001.0,2.0,33.03,2
5177,Naganathapura,1103.0,2.0,55.0,2
5178,Naganathapura,1143.0,2.0,62.0,2
5179,Naganathapura,2260.0,3.0,80.0,2
5180,Naganathapura,600.0,1.0,33.0,1
5181,Naganathapura,1451.0,3.0,68.0,3
5182,Naganathapura,1200.0,1.0,39.82,1
5183,Nagappa Reddy Layout,1209.0,2.0,50.0,2
5184,Nagappa Reddy Layout,1100.0,2.0,43.5,2
5185,Nagappa Reddy Layout,1495.0,2.0,65.0,3
5186,Nagappa Reddy Layout,1820.0,3.0,79.5,3
5187,Nagappa Reddy Layout,1350.0,3.0,60.0,3
5188,Nagappa Reddy Layout,1495.0,2.0,70.0,3
5189,Nagarbhavi,1630.0,2.0,98.0,3
5190,Nagarbhavi,1350.0,3.0,150.0,3
5191,Nagarbhavi,1200.0,2.0,150.0,2
5193,Nagarbhavi,2400.0,3.0,160.0,3
5194,Nagarbhavi,884.0,2.0,36.0,1
5195,Nagarbhavi,1055.0,2.0,55.0,2
5197,Nagarbhavi,1223.0,2.0,60.0,2
5198,Nagarbhavi,956.0,2.0,49.0,2
5200,Nagarbhavi,1200.0,2.0,150.0,2
5201,Nagarbhavi,1400.0,2.0,85.0,3
5203,Nagarbhavi,1145.0,2.0,40.0,2
5204,Nagarbhavi,710.0,2.0,40.0,1
5206,Nagarbhavi,1212.0,2.0,50.0,2
5207,Nagarbhavi,1020.0,2.0,55.0,2
5209,Nagarbhavi,1120.0,2.0,53.0,2
5211,Nagarbhavi,1146.0,2.0,50.0,2
5213,Nagarbhavi,1190.0,2.0,63.0,2
5215,Nagarbhavi,1050.0,2.0,80.0,2
5216,Nagarbhavi,2500.0,3.0,180.0,5
5219,Nagarbhavi,1400.0,2.0,135.0,3
5221,Nagarbhavi,1100.0,2.0,46.2,2
5222,Nagarbhavi,1080.0,2.0,49.0,2
5223,Nagarbhavi,1800.0,3.0,180.0,4
5224,Nagarbhavi,1225.0,2.0,58.0,2
5225,Nagasandra,980.0,2.0,48.0,2
5226,Nagasandra,2400.0,4.0,145.0,4
5227,Nagasandra,7000.0,8.0,450.0,4
5228,Nagasandra,1650.0,3.0,95.0,3
5229,Nagasandra,1500.0,2.0,91.0,2
5230,Nagavara,400.0,1.0,14.0,1
5231,Nagavara,2172.65,3.0,120.0,4
5233,Nagavara,2319.0,3.0,180.0,3
5234,Nagavara,2430.0,4.0,180.0,3
5235,Nagavara,936.0,2.0,40.2,2
5236,Nagavara,1125.0,2.0,44.5,2
5237,Nagavara,1315.0,2.0,70.0,2
5238,Nagavara,1077.0,2.0,50.0,2
5239,Nagavara,2496.0,4.0,125.0,4
5240,Nagavara,1110.0,2.0,44.95,2
5241,Nagavara,1247.0,2.0,58.56,2
5242,Nagavarapalya,1392.0,2.0,99.0,2
5243,Nagavarapalya,705.0,1.0,52.5,1
5244,Nagavarapalya,1300.0,3.0,80.0,3
5245,Nagavarapalya,705.0,1.0,57.0,1
5246,Nagavarapalya,705.0,1.0,55.0,1
5247,Nagavarapalya,705.0,1.0,57.0,1
5248,Nagavarapalya,1335.0,2.0,110.0,2
5249,Nagavarapalya,1260.0,2.0,85.5,2
5250,Narayanapura,1308.0,2.0,89.04,2
5251,Narayanapura,1566.0,3.0,83.3,3
5252,Narayanapura,1485.0,3.0,85.0,3
5253,Narayanapura,1302.0,2.0,69.1,2
5254,Narayanapura,1308.0,2.0,89.04,2
5255,Narayanapura,2357.0,3.0,135.0,3
5256,Narayanapura,2357.0,3.0,135.0,3
5257,Narayanapura,1469.0,2.0,99.14,2
5258,Neeladri Nagar,1053.0,2.0,45.0,2
5259,Neeladri Nagar,1363.0,2.0,68.0,2
5260,Neeladri Nagar,2556.0,3.0,133.0,3
5261,Neeladri Nagar,674.0,1.0,21.0,1
5262,Neeladri Nagar,527.0,1.0,26.0,1
5263,Neeladri Nagar,1167.0,2.0,38.0,3
5264,Neeladri Nagar,1060.0,2.0,35.0,2
5265,Neeladri Nagar,640.0,1.0,20.5,1
5266,Neeladri Nagar,4000.0,12.0,160.0,10
5267,Neeladri Nagar,1105.0,2.0,30.0,2
5268,Neeladri Nagar,1100.0,2.0,30.0,2
5269,Neeladri Nagar,2111.0,3.0,103.0,3
5270,Nehru Nagar,1775.0,3.0,110.0,3
5271,Nehru Nagar,2363.0,5.0,120.0,4
5272,Nehru Nagar,2342.0,3.0,115.0,4
5273,Nehru Nagar,967.0,2.0,41.1,2
5274,Nehru Nagar,1374.0,3.0,72.0,3
5275,Nehru Nagar,1674.0,3.0,90.0,3
5276,Nehru Nagar,1269.0,2.0,63.0,3
5277,Nehru Nagar,1100.0,2.0,50.0,2
5278,Nehru Nagar,1674.0,3.0,81.0,3
5279,OMBR Layout,2420.0,3.0,185.0,3
5280,OMBR Layout,1078.0,2.0,65.0,2
5281,OMBR Layout,1101.0,2.0,65.5,2
5282,OMBR Layout,1041.0,2.0,65.5,2
5283,OMBR Layout,1300.0,2.0,80.0,2
5284,OMBR Layout,1085.0,2.0,64.0,2
5285,OMBR Layout,1855.0,3.0,145.0,3
5286,OMBR Layout,1050.0,2.0,48.0,2
5288,OMBR Layout,1165.0,2.0,88.5,2
5289,OMBR Layout,1101.0,2.0,66.0,2
5290,OMBR Layout,3400.0,4.0,275.0,4
5292,Old Airport Road,2732.0,4.0,204.0,4
5294,Old Airport Road,3356.0,4.0,251.0,4
5295,Old Airport Road,1206.0,2.0,75.0,2
5296,Old Airport Road,2774.0,4.0,207.0,4
5297,Old Airport Road,2690.0,4.0,191.0,4
5298,Old Airport Road,2690.0,4.0,199.0,4
5299,Old Airport Road,1655.0,2.0,97.65,2
5300,Old Airport Road,1075.0,2.0,60.0,2
5301,Old Airport Road,1858.0,2.0,167.0,3
5302,Old Airport Road,1150.0,2.0,90.0,2
5303,Old Airport Road,2690.0,4.0,191.0,4
5304,Old Airport Road,2658.0,5.0,187.0,4
5305,Old Airport Road,946.0,2.0,58.0,2
5306,Old Airport Road,2774.0,4.0,208.0,4
5307,Old Airport Road,2774.0,4.0,208.0,4
5308,Old Airport Road,3200.0,4.0,280.0,4
5309,Old Airport Road,2690.0,4.0,201.0,4
5310,Old Airport Road,1145.0,2.0,75.0,2
5311,Old Airport Road,2732.0,4.0,194.0,4
5312,Old Airport Road,2658.0,5.0,189.0,4
5313,Old Airport Road,2774.0,4.0,197.0,4
5314,Old Airport Road,3496.0,4.0,262.0,4
5315,Old Airport Road,2774.0,4.0,197.0,4
5316,Old Airport Road,2732.0,4.0,204.0,4
5317,Old Airport Road,1798.0,3.0,150.0,3
5318,Old Airport Road,2774.0,4.0,208.0,4
5319,Old Airport Road,1184.0,2.0,78.0,2
5320,Old Airport Road,3504.0,4.0,262.0,4
5321,Old Airport Road,1055.0,2.0,75.0,2
5322,Old Madras Road,1425.0,2.0,94.0,3
5323,Old Madras Road,3715.0,6.0,224.5,4
5326,Old Madras Road,935.0,2.0,45.0,2
5328,Old Madras Road,1720.0,3.0,100.0,3
5329,Old Madras Road,1200.0,2.0,72.0,2
5330,Old Madras Road,1225.0,2.0,53.55,2
5331,Old Madras Road,1100.0,2.0,70.0,2
5332,Old Madras Road,2760.0,5.0,157.0,3
5333,Old Madras Road,1171.0,2.0,75.0,2
5334,Old Madras Road,935.0,2.0,45.0,2
5335,Old Madras Road,4500.0,7.0,294.0,5
5337,Old Madras Road,1065.0,2.0,47.86,2
5338,Old Madras Road,2010.0,3.0,125.0,4
5340,Old Madras Road,1480.0,2.0,84.0,3
5341,Old Madras Road,2990.0,5.0,210.0,3
5342,Old Madras Road,1210.0,2.0,74.0,2
5343,Old Madras Road,1171.0,2.0,72.0,2
5345,Old Madras Road,1480.0,3.0,95.0,3
5347,Old Madras Road,1210.0,2.0,80.0,2
5348,Old Madras Road,1859.0,3.0,121.0,3
5349,Old Madras Road,2990.0,5.0,173.0,3
5352,Old Madras Road,2300.0,3.0,142.0,3
5354,Old Madras Road,1210.0,2.0,80.0,2
5355,Old Madras Road,1210.0,2.0,77.0,2
5356,Old Madras Road,5020.0,7.0,287.0,5
5358,Old Madras Road,1330.0,2.0,74.0,2
5359,Old Madras Road,1720.0,3.0,106.0,3
5360,Old Madras Road,2640.0,5.0,150.0,3
5361,Old Madras Road,2990.0,3.0,170.0,3
5363,Old Madras Road,1171.0,2.0,73.0,2
5364,Old Madras Road,1630.0,3.0,110.0,3
5365,Old Madras Road,1165.0,2.0,52.0,2
5366,Old Madras Road,2640.0,2.0,170.0,2
5367,Old Madras Road,1165.0,2.0,51.42,2
5368,Padmanabhanagar,1020.0,2.0,63.0,2
5369,Padmanabhanagar,1176.0,2.0,62.0,2
5370,Padmanabhanagar,1258.0,2.0,115.0,2
5372,Padmanabhanagar,1100.0,2.0,65.0,2
5373,Padmanabhanagar,3400.0,3.0,210.0,4
5377,Padmanabhanagar,4500.0,4.0,360.0,3
5378,Padmanabhanagar,1200.0,2.0,60.0,2
5380,Padmanabhanagar,1000.0,1.0,90.0,2
5381,Padmanabhanagar,1067.0,2.0,52.0,2
5385,Padmanabhanagar,1100.0,2.0,60.0,2
5386,Padmanabhanagar,2051.0,3.0,180.0,3
5387,Padmanabhanagar,2051.0,3.0,170.0,3
5388,Pai Layout,1006.0,2.0,35.0,2
5389,Pai Layout,1550.0,2.0,90.0,3
5390,Pai Layout,1050.0,2.0,40.0,2
5391,Pai Layout,1400.0,2.0,67.0,3
5392,Pai Layout,1100.0,2.0,50.0,2
5393,Pai Layout,1255.0,2.0,80.0,2
5394,Pai Layout,1075.0,2.0,35.0,2
5395,Pai Layout,1400.0,2.0,57.5,2
5396,Pai Layout,1175.0,2.0,60.0,2
5397,Pai Layout,810.0,2.0,34.5,2
5398,Pai Layout,1000.0,2.0,34.0,2
5399,Pai Layout,1000.0,2.0,42.0,2
5400,Pai Layout,3800.0,6.0,175.0,6
5401,Pai Layout,1068.0,2.0,48.0,2
5402,Pai Layout,1510.0,2.0,65.0,3
5405,Panathur,1359.0,2.0,87.0,2
5406,Panathur,1438.0,2.0,100.0,2
5407,Panathur,1688.0,3.0,118.0,3
5409,Panathur,1198.0,2.0,77.0,2
5410,Panathur,1180.0,2.0,70.0,2
5411,Panathur,1546.0,3.0,99.0,3
5413,Panathur,1000.0,2.0,65.3,2
5414,Panathur,1109.0,2.0,63.0,2
5415,Panathur,1000.0,2.0,68.0,2
5416,Panathur,1255.0,2.0,79.0,2
5417,Panathur,1205.0,2.0,62.9,2
5418,Panathur,1198.0,2.0,82.0,2
5419,Panathur,1235.0,2.0,65.0,2
5420,Panathur,1210.0,2.0,80.0,2
5421,Panathur,1210.0,2.0,77.0,2
5422,Panathur,661.0,1.0,40.0,1
5423,Panathur,1210.0,2.0,78.0,2
5425,Panathur,1050.0,2.0,60.0,2
5426,Panathur,1398.0,2.0,97.0,2
5427,Panathur,1065.0,2.0,58.0,2
5428,Panathur,1007.0,2.0,64.0,2
5429,Panathur,1210.0,2.0,77.93,2
5430,Panathur,1230.0,2.0,80.0,2
5431,Panathur,980.0,2.0,57.0,2
5432,Panathur,1075.0,2.0,60.0,2
5433,Panathur,1210.0,2.0,69.0,2
5434,Panathur,1343.0,2.0,76.0,2
5435,Parappana Agrahara,1194.0,2.0,47.0,2
5436,Parappana Agrahara,1194.0,2.0,47.0,2
5437,Parappana Agrahara,1194.0,2.0,46.0,2
5438,Parappana Agrahara,1194.0,2.0,47.0,2
5439,Parappana Agrahara,1194.0,2.0,46.0,2
5440,Parappana Agrahara,1194.0,2.0,47.0,2
5441,Parappana Agrahara,1194.0,2.0,47.0,2
5442,Parappana Agrahara,1092.0,2.0,43.0,2
5443,Parappana Agrahara,1194.0,2.0,46.0,2
5444,Parappana Agrahara,1194.0,2.0,47.0,2
5445,Parappana Agrahara,1194.0,2.0,47.0,2
5446,Parappana Agrahara,1194.0,2.0,46.0,2
5447,Parappana Agrahara,1194.0,2.0,46.0,2
5448,Pattandur Agrahara,1550.0,2.0,80.0,3
5449,Pattandur Agrahara,1025.0,2.0,44.5,2
5450,Pattandur Agrahara,1247.0,2.0,59.8,2
5451,Pattandur Agrahara,900.0,2.0,42.0,2
5452,Pattandur Agrahara,1302.0,2.0,66.0,2
5453,Pattandur Agrahara,1550.0,2.0,80.0,3
5454,Pattandur Agrahara,1247.0,2.0,62.35,2
5455,Pattandur Agrahara,1350.0,2.0,68.0,2
5456,Poorna Pragna Layout,920.0,2.0,39.55,2
5459,Poorna Pragna Layout,1160.0,2.0,46.39,2
5462,Poorna Pragna Layout,965.0,2.0,48.0,2
5467,Poorna Pragna Layout,1160.0,2.0,46.39,2
5469,Poorna Pragna Layout,1160.0,2.0,46.39,2
5472,Poorna Pragna Layout,960.0,2.0,50.0,2
5474,Prithvi Layout,2028.0,4.0,162.0,4
5475,Prithvi Layout,1352.0,2.0,87.5,2
